Model,Scenario,Region,Sector,Unit,Year,Value,Value baseline,Value_diff,Direct Emissions Costs,Direct baseline,Direct Emission Costs diff,Indirect Emission Costs,Ind baseline,Indirect Emissions Costs diff
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Industry,EJ/yr,2050,6.7444,8.6693,-1.9249,3688745549.50602,180309466.253288,3508436083.25273,126318488830,101433048780,24885440050
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Industry,EJ/yr,2060,6.6932,8.3342,-1.641,5091281421.69624,270367174.512273,4820914247.18397,153584180100,115700639920,37883540180
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Industry,EJ/yr,2070,6.6985,8.0585,-1.36,6563370148.78125,374920811.358665,6188449337.42258,167397416330,123964499630,43432916700
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Industry,EJ/yr,2080,7.1154,7.936,-0.8206,7866486561.10854,497263483.452273,7369223077.65627,197429563510,138501618820,58927944690
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Industry,EJ/yr,2090,7.4626,7.7912,-0.3286,8903973703.78688,633557864.617543,8270415839.16934,195426221940,128037024340,67389197600
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Industry,EJ/yr,2100,7.3155,7.6393,-0.3238,9717284486.42259,783555209.434624,8933729276.98797,212687603240,136417041340,76270561900
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,ResidentialCommercial,EJ/yr,2020,7.0131,7.0131,0,72921932.02,72921932.02,0,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,ResidentialCommercial,EJ/yr,2030,5.0166,7.0383,-2.0217,9557338620.96,72437700.62,9484900920.34,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,ResidentialCommercial,EJ/yr,2040,5.1256,7.4126,-2.287,9663109548.01,179145930.3,9483963617.71,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,ResidentialCommercial,EJ/yr,2050,5.7635,7.6418,-1.8783,13136810771.15,297548907.36,12839261863.79,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,ResidentialCommercial,EJ/yr,2060,5.996,7.7098,-1.7138,15182037451.98,474938734.04,14707098717.94,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,ResidentialCommercial,EJ/yr,2070,6.3589,7.8132,-1.4543,12939807313.18,612988782.39,12326818530.79,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,ResidentialCommercial,EJ/yr,2080,6.9494,8.0854,-1.136,16153840613.82,708693856,15445146757.82,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,ResidentialCommercial,EJ/yr,2090,7.4037,8.2988,-0.8951,18365699398.2,821454345,17544245053.2,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,ResidentialCommercial,EJ/yr,2100,7.5219,8.444,-0.9221,18326669178.6,976922054.42,17349747124.18,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Transportation,EJ/yr,2020,3.4143,3.4143,0,103040743.03,103040743.03,0,53386520030,53386520030,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Transportation,EJ/yr,2030,3.1375,3.5697,-0.4322,18604606752.42,114874184.72,18489732567.7,81243385910,67659252390,13584133520
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Transportation,EJ/yr,2040,2.936,3.8497,-0.9137,25415921880.06,289523723.25,25126398156.81,87339456700,68626809810,18712646890
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Transportation,EJ/yr,2050,2.558,4.063,-1.505,26313672511.56,523203576.75,25790468934.81,89112613960,72887270920,16225343040
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Transportation,EJ/yr,2060,2.1802,4.1762,-1.996,20517685199.91,800459012.86,19717226187.05,99303846540,87891544860,11412301680
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Transportation,EJ/yr,2070,2.1074,4.084,-1.9766,15185754820.28,1065148481.51,14120606338.77,102283719990,90615894360,11667825630
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Transportation,EJ/yr,2080,2.1986,4.1804,-1.9818,8670282348.36,1404717787.2,7265564561.16,127805736550,117047315180,10758421370
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Transportation,EJ/yr,2090,2.2127,3.7213,-1.5086,9915345093.5,1397291863.5,8518053230,119171701750,98978731120,20192970630
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Transportation,EJ/yr,2100,2.4329,3.8247,-1.3918,13677307441.5,1656639686.35,12020667755.15,144685114040,117236214930,27448899110
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Industry,EJ/yr,2020,51.0982,51.0982,0,2764531188.62321,2761404663.52537,3126525.09783983,2726196056550,2726196056550,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Industry,EJ/yr,2030,47.0167,52.976,-5.9593,75936546972.0864,3207064254.80015,72729482717.2862,4042253533620,3244758453240,797495080380
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Industry,EJ/yr,2040,48.5616,57.1128,-8.5512,56035973811.4445,3840047797.8946,52195926013.5499,4670862574640,3659752814150,1011109760490
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Industry,EJ/yr,2050,52.7928,60.0653,-7.2725,39434122052.7179,4551574112.40683,34882547940.3111,5305612166610,4124591699700,1181020466910
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Industry,EJ/yr,2060,56.3152,62.6623,-6.3471,55830447398.0012,5371929142.12515,50458518255.876,6138546079090,4530681427530,1607864651560
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Industry,EJ/yr,2070,59.0087,64.9908,-5.9821,74454667976.9452,6265774392.31912,68188893584.6261,7046589089670,5013388376800,2033200712870
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Industry,EJ/yr,2080,62.7101,67.5081,-4.798,90545769329.0823,7226725250.59082,83319044078.4915,7937525586880,5451111865650,2486413721230
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Industry,EJ/yr,2090,67.2997,68.2688,-0.9691,104110108770.299,8242821140.02242,95867287630.2766,7942654623000,5129879216050,2812775406950
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Industry,EJ/yr,2100,70.5332,69.2451,1.2881,115297370372.622,9302539248.96784,105994831123.654,8337164572050,5481062553280,2856102018770
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2020,56.2711,56.2711,0,5338396484.65026,5332359066.56644,6037418.08382034,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2030,52.7437,60.1816,-7.4379,126348922272.3,5806962626.95314,120541959645.347,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2040,55.0149,65.0712,-10.0563,148132626402.48,6996246075.68428,141136380326.796,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2050,61.0226,68.8954,-7.8728,158961213697.79,8031683577.87074,150929530119.919,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2060,66.3795,72.5139,-6.1344,163201483225.26,9428488318.68731,153772994906.573,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2070,69.4795,75.5971,-6.1176,167965304568.05,10967874109.0722,156997430458.978,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2080,73.1161,78.8127,-5.6966,189466355845.62,12887451248.2111,176578904597.409,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2090,77.4194,79.7784,-2.359,211140870226.44,14189315149.4981,196951555076.942,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2100,78.8227,80.5532,-1.7305,230872205868.9,15791157969.9,215081047899,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Transportation,EJ/yr,2020,52.5555,52.5555,0,11286856858.3837,11274092075.1942,12764783.1894989,3280066236340,3280066236340,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Transportation,EJ/yr,2030,51.757,53.8827,-2.1257,308646085436.52,12722997807.4955,295923087629.025,5284570582360,3950536116270,1334034466090
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Transportation,EJ/yr,2040,48.6646,55.8791,-7.2145,364740755644.78,15076554179.4408,349664201465.339,6025279171460,4406661385960,1618617785500
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Transportation,EJ/yr,2050,49.2149,57.5069,-8.292,379078586085.94,17539415363.914,361539170722.026,7062662301600,5377786804750,1684875496850
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Transportation,EJ/yr,2060,52.0231,57.9336,-5.9105,405349470457.65,19354051536.1995,385995418921.45,9241793127240,6433252988530,2808540138710
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Transportation,EJ/yr,2070,52.7073,56.6636,-3.9563,337853209552.76,19754825380.3108,318098384172.449,11911861761810,6746987145760,5164874616050
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Transportation,EJ/yr,2080,55.3857,59.4675,-4.0818,285564478126.8,21029942125.8013,264534536000.999,15164830532840,7663744680310,7501085852530
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Transportation,EJ/yr,2090,55.1226,57.1995,-2.0769,254280444712.14,20164516686.4403,234115928025.7,16704611455160,6760470371170,9944141083990
REMIND-MAgPIE 1.7-3.0,1.5ºC,OECD90 + EU,Transportation,EJ/yr,2100,58.2055,60.4509,-2.2454,272874989078.1,21783006389.79,251091982688.31,19384982431540,7875936774620,11509045656920
