Model,Scenario,Region,Unit,Year,Value,Enduse,EnergySource
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,22.889,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,11.0661,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,76.4969,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,6.6251,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,5.0106,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,0.0213,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,3.6266,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,1.0328,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,10.4476,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,0.4184,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2060,41.5939,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,21.4927,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,9.0277,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,0.7159,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,3.2757,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,9.7363,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,2.4921,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,30.1318,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,2.9343,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,0.215,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,0.0154,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,3.0973,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,1.5616,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,3.9196,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,0.9792,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,0.132,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2060,21.2684,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,10.5935,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,4.5623,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,0.0178,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,2.4952,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,5.6959,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,1.2986,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,12.8795,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,1.4914,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,0.3888,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,0.0202,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,1.13,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,0.2968,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,1.9148,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,0.0338,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2060,10.9266,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,2.3757,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0.7653,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,2.3085,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0.4907,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,1.1538,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0.0866,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,3.9279,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0.6516,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,1.3868,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0.0446,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0.1936,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0.0347,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0.7656,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,0.0092,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2060,1.8304,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,23.9579,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,7.3223,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,3.6721,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,4.5048,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,12.4651,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,3.8915,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,47.7383,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,8.176,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,5.4513,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,0.028,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,2.6558,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,1.0558,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,8.6117,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,9.3508,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,0.601,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2060,36.0488,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,150.2486,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,40.6102,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,15.5139,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,21.5537,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,49.0355,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,12.9703,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,197.5924,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,17.52,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,16.886,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,0.315,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,8.9023,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,2.868,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,27.6189,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,5.4263,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2070,97.08,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,77.9643,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,19.6373,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,6.7858,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,6.6112,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,21.2906,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,6.7292,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,85.2855,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,6.172,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,6.3132,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,0.0252,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,2.9647,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,0.5588,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,10.854,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,2.0631,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2070,35.6336,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,29.5587,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,9.6561,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,1.1968,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,4.5711,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,10.1694,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,2.028,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,40.4876,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,3.0713,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,0.3432,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,0.0199,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,2.5991,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,1.3309,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,4.8409,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,1.6209,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,0.9975,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2070,20.4606,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,13.1168,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,4.3562,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,0.0276,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,3.7102,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,5.835,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,0.912,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,15.8565,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,1.5154,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,0.7412,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,0.0392,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,1.0839,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,0.1661,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,2.026,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,0.3967,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Latin America,EJ/yr,2070,9.8733,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,2.6096,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0.5743,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,2.1989,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0.5743,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,1.089,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0.0718,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,4.4569,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0.4441,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,1.2415,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0.1733,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0.1828,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0.0275,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0.8119,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,0.0935,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Central Asia,EJ/yr,2070,1.4666,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,26.9993,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,6.3863,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,5.3049,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,6.0869,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,10.6515,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,3.2293,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,51.5059,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,6.3172,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,8.2468,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,0.0575,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,2.0718,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,0.7847,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,9.0861,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,14.2648,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,1.8755,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,OECD90 + EU,EJ/yr,2070,29.6461,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,171.9407,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,43.5153,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,17.5262,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,23.9453,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,45.3082,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,11.4706,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,224.3695,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,17.8711,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,18.9937,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,0.8626,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,7.2198,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,1.8209,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,33.1519,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,9.7352,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,91.2031,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,84.4396,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,20.9967,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,6.5168,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,7.3044,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,19.9818,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,5.6014,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,93.1036,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,6.1404,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,6.8478,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,0.0261,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,2.4327,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,0.4566,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,12.6204,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,3.5149,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Asia (No Japan),EJ/yr,2080,32.7522,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2080,38.1459,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2080,11.1605,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2080,1.7883,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2080,6.1902,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,Middle East + Africa,EJ/yr,2080,10.1039,Industry,LiquidsIndus
